name,type,lore
Tainted Ruby,5,...It's pulling towards something.
Vampire Stick,4,
Flawless Chain Chestplate,3,
Giant Step,3,"Found in a mystically-charged Giant ruin, these snug boots recall fond memories, incite calmness, and provide comfort for the wearer."
Vandalizer,4,
Trinket,5,
Outlaw Pants,3,
The Mind,4,
Yume,3,
Upgraded Archpriest,4,"It seems stronger at first glance, but upon closer inspection the blade is rather...soft?"
Ebb and Flow,4,
Gypsum,3,
Sandust,5,
Morph-Emerald,5,
Pebble Mesh,3,
Pierced Helmet,3,
Enhanced Gypsum,3,The merchant launched into a tirade on how the hardness scale of stones means nothing the instant you saw part of the boots flake off upon being touched.
Kilpkonn,3,
Window Pane,4,
Sunshade,3,
New Moon,3,
Shining Golden Helmet,3,
Broken Sandust,5,"The silver looks rather tarnished...does he expect you to believe that ""gem"" isn't just a cheap glass bauble?"
Sting-Glass Necklace,5,
Sandstone Leggings,3,
Grisly Gauntlet,5,...It's pulling towards something.
Rotten,3,
Bat Heart,1,
Limestone Core,1,
Swooper Wing,1,
Gunpowder,1,
Shinesting Scorpion Tail,1,
Ancient Panel,1,
Lucky Rabbit's Foot,1,
Eternal Flame,1,
Spirograph Tablet,1,
Philosopher,3,What better excuse is there to sit in the shade and think about life?
Sandshooter,4,
Sonicboom,4,
Sandslasher,4,
Dulled Amethyst Ring,5,"The merchant insists the gem is real. It's easy to tell that the issue is the quality of the gem, though..."
Enhanced Icarus,3,"Apparently, gluing some feathers on top of the decorative armor wings is supposed to allow you to fly- so says the merchant, at least."
Flawless Birch Dagger,4,
Outlaw Boots,3,
Pickpockets,3,
Enhanced Skeleton Boots,3,Some of the bones used to make the frame of the boots have crumbled. The merchant refuses to comment.
Gavel's Memory,4,
Bandit's Bangle,5,
Midnight Sun,3,
Tremolo,4,"""It feels like all these ""ancient"" civilizations have better tech than we do nowadays.""  -Knox, Corkus Immigrant and Sandstorm Vandals bandit"
Mesarock Arch,4,"The two mesa tribes once were allies until their sacred totems were stolen. Before that time, however, they often shared their talents, and this bow hewn from mesa stone was one such lost craft."
Stylist's Scissors,4,
Upgraded Cursed Bow,4,"""100% curse-free or your money back!"" The merchant explained that this policy is not legally binding after you read it."
Flawless Birch Spear,4,
Favian's Wing,5,
Mixolydian,4,
Mesoskeleton,3,...It's pulling towards something.
Enhanced Pickpockets,3,"Aside from the added plating, they look more or less intact. Somehow, that doesn't surprise you."
Upgraded Phoenix,4,"According to the merchant, the wand is extra flammable, so that it can burn up and disappear with all the mages quicker."
Cactus,5,
Phoenix,4,
Voleur,3,
Leggings of the Halt,3,
Amethyst Ring,5,
New Golden Chestplate,3,
Desert Sands,5,
Largo,4,
Flaming Wing,4,
Flawless Birch Wand,4,
Reversal,4,
Dune Beast Jaw,3,"""We're trying to dig up history, not horrors! What is wrong with this province?!""  -Excavator Vade, WynnExcavation Site A Director"
Flawless Birch Bow,4,
Prologue,3,
Cursed Bow,4,
Sneaky Caster,4,
Unhalting Eagle,4,
Ancient Jazerant,3,...It's pulling towards something.
Flawless Birch Relik,4,
Scorpion Tail,3,
Icarus,3,
Skeleton Boots,3,
Darkiron Zweihander,4,
Ra,5,"Undecipherable symbols are carved into this long arm band, though the fiery glow and bright jewel has led archaeologists to believe it is somehow related to the sun."
The Swarm,3,The scratching in the walls is the only warning you get.
Contraband Miracle Berry,1,
Contraband Absinthe,1,
Contraband Hibiscus,1,
Weathered Idol,1,
Lunar Chunk,1,
Algae Mat,1,
Rusty Spurs,1,
Burial Talisman,1,
Oxford,3,
Flawless Chain Leggings,3,
Upgraded Echolocation,4,Did the merchant really think that adding severed bat wings to the weapon would make it more authentic?
Helm of Darkness,3,
Relic Chestplate,3,
New Golden Leggings,3,
Stonehall,5,
Mummy's Talisman,5,...It's pulling towards something.
Glass Skin,5,...It's pulling towards something.
Tribal Flute,4,
Artifice,3,
Enhanced Oxford,3,They look like at once point they may have been fairly upscale. Now they just look like a metallic mess.
Desert Sepulcher,5,
Tempo Trident,4,
Tempo Tanto,4,
Thunder Relic Chestplate,3,
Earth Relic Chestplate,3,
Copper Plate,3,
Waves Raiser,4,"The mystery of the ocean’s appearance has eluded scholars for centuries. It is believed that many years ago, warlocks used wands like this one in an attempt to submerge the world."
Fire Relic Chestplate,3,
Cracked Stonehall,5,It looks like someone tried and failed to improve it. The re-smithing job was obviously rushed...
Tribal Headdress,3,
Erratio,3,The blind prophet who crafted this macabre breastplate used the bones of only the most ruthless justiciars and executioners. Its wearers are supposedly destined to only die either a heroic or a just death.
Tempo Totem,4,
Water Relic Chestplate,3,
Anchor Chain,4,
Charm of the Tick,5,
Weather Warning,4,
Fractured Lyre,4,...It's pulling towards something.
Enhanced Meditation Robe,3,The psalm tag has been replaced with a custom message from the armorer. What it says about the original owner is better left to the imagination.
Etikal,4,
Air Relic Chestplate,3,
Meditation Robe,3,
Tempo Ticker,4,
Tempo Trebuchet,4,
Cypress,4,
Echolocation,4,
Steel Sabre,4,
Emerald Knife,4,
Enhanced Copper Plate,3,"The merchant insists that the wear and oxidation on the armor ""is a feature."""
Condor Feather,1,
Sentient Magmatic Gem,1,
Tanned Flesh,1,
Stonewalker Core,1,
Chain Loop,1,
Stolen Pearls,1,
Sharp Edge,1,
Crystal Dust,1,
Pokey Cactus,1,
Rite Staff,4,
Priest's Underwears,3,
Incense Burner,4,
Desert Wretch,5,
Quicksand Crossers,3,
Steel Buster,4,
Radiance,4,
Umbrella Hat,3,
The Berserker's Helm,3,"Worn by a terrible berserker during his fanatical rampage through the land, his rage permeates this horned blackiron helmet."
Lullaby,4,
Windowframe,4,
Crocodile,3,
Sandstorm,4,
Crystal-Blend Pendant,5,
Lust,4,
Upgraded Lullaby,4,The inscribed lyrics have been scratched out and replaced with a barely-legible insult.
Valiant,4,
Ridge,3,
Wild Charge,4,
Glitz,5,
Silverfish Helm,3,
Seal Breaker,3,
Plankton,3,
Upgraded Radiance,4,"The craftsmanship on this bow is rather poor. The paint on the ""crystals"" is chipping..."
Chipped Glitz,5,There are little chips and cracks all over this... was someone trying to break it down for gold?
Rubber Rainboots,3,
The Thief,3,
Snakeroot Bow,4,
Upgraded Steel Buster,4,"It is significantly heavier than usual...you can't tell if that is good or not, in this case."
New Golden Boots,3,
Enhanced Umbrella Hat,3,The only difference you can see is that a tacky logo for Rymek Armoury has been stenciled onto the top.
Saffron Arch,4,
Bandit's Knuckle,5,
Sandy Bonemeal,1,
Scalding Sand,1,
Coyote Fang,1,
Prized Pelt,1,
Salt,1,
Lunar Shard,1,
Goredrinker,4,...It's pulling towards something.
Diminution,3,
Black Cap,3,
Black Pants,3,
The Juggernaut,3,
Fluffy Spear,4,
Sylar,4,
Upgraded Scalpel,4,"The blade actually looks to be of good quality, unlike the other products. The only problem is the questionable stain covering most of it."
Carnivorous,5,
Handcuff,5,
Lacerator,4,
Black Boots,3,
Desert Winds,5,
Snowtread Boots,3,"According to the tag on the heels, these boots leave a trail of snow no matter  where one walks with them."
Warsong,5,...It's pulling towards something.
Flawless Light Oak Wand,4,
Viscera Burst,4,
Black Tunic,3,
Noctilucent,4,
Flawless Light Oak Bow,4,
Santa Boots,3,
Tarnhelm,3,
Upgraded Vartija,4,"The guard on the spear is smaller, but at least twice as thick. What purpose does that have?"
Hilltop,3,
New Golden Helmet,3,
Vartija,4,
Chaleur,4,This blackiron blade was left to sear in the desert for months on end by a fanatical berserker. It burned him alive as he cut down those who opposed him.
Jingu Headband,3,
Dune Sandals,3,
Flawless Light Oak Dagger,4,
Salamander,4,
Scalpel,4,
Standoff,3,
Drought Savior,4,
Flawless Light Oak Spear,4,
Flawless Light Oak Relik,4,
Desert Cyclone,3,...It's pulling towards something.
Flawless Chain Boots,3,
Ormrod's Isolation,5,
Blossom,4,"A mystical sapling native to the shores of Mage Island has been fashioned into this simple staff. Even uprooted, you notice its continuous growth."
Enhanced Hilltop,3,Looks like it was hastily repainted to match the colors of the mesa. ...but you can see the original greens and browns underneath.
Vagabond,3,
Sprint Belt,3,
Knight Boots,3,
Dried Kelp,1,
Illicit Hemlock,1,
Terracotta Chunk,1,
Dry Bone,1,
Illicit Tingflower,1,
Illicit Quince,1,
Illicit Whitethorn,1,
Illicit Yarrow,1,
Sanguine Spaulder,3,...It's pulling towards something.
Libella,5,
Santa's Coat,3,
Perfumed Chestplate,3,
Wybel Paw,4,"Even reduced to just the bones, you can't help but feel bad for the poor thing this paw came from."
Dead Sands,3,"Found in the middle of the Almuj desert, these greaves seem to slowly poison all life around them. Theorists suggest they were the handiwork of a wicked necromancer, though the truth is not known."
Alternator,3,"Llevigar's schools of wizardry are notorious for their difficult training regimens. These leg plates, forcing users to balance spellcasting with direct combat, are often cited as the tipping point for successful wizards."
Hourslip,3,
Misshapen Libella,5,It's completely impossible to use this for its intended purpose now. It barely can fit on your finger as is.
Shadow Spear,4,
Seismic Chaps,3,
The Chapel,3,
Ocean Blade,4,
Hood of the Resistance,3,
Vitium,5,
Used Golden Chestplate,3,
Stabsand,4,"The art of endurance fighting is a skill lost to time. However, a thief that to this day has not been caught, imbued this dagger with the very same ability."
Blood-Tinted Necklace,5,
Precision,4,
Dust,3,
Scarab-Shelled Charm,5,
Silverfish Boots,3,
Bandit's Ring,5,
Marrow-Tinted Necklace,5,
Urheus,3,
Trouble Tamer,3,
Webbed Glass Charm,5,
Fault Lines,4,
Scarab Husk,1,
Snake Scale,1,
Sea Salt,1,
Gritty Rocks,1,
Crawler Eye,1,
Lunar Dust,1,
Enhanced Coalwalkers,3,"Even ignoring the numerous scorches all over, these boots hardly look any better."
Upgraded Melange,4,There are parts from at least six separately recognizable weapons mashed together to make this. There's no way it's effective.
Melange,4,
Wiggling Villager,4,
Emerald-Tinted Charm,5,
Hard Hat,3,
Flawless Chain Helmet,3,
Plain Glass Necklace,5,
Coalwalkers,3,
Dilation,3,
Clawctus,4,
Skeleton Bones,3,
Reversion,3,
Rusted Ring,5,
Acidstream,4,
Used Golden Leggings,3,
Broken Harp,4,
Santa's Pants,3,
Harmstick,4,
Bugbite,4,...It's pulling towards something.
Lucky Coin,5,
Devil's Scissor,4,
Red Shale,1,
Dead Naval Shard,1,
Crawler Web,1,
Glittering Silt,1,
Spark of the Oasis,1,
Gold Bar,1,
Mud,3,"""Some pigmen snuffle through dirt for things to eat. We dig up that soil to plant our crops in; it's always full of life."" -Thomas, Ravine Village Resident"
Slainte,5,
Secondsaver,3,
Enhanced Panorama,3,"They added stilts to the leggings, so that they could ""live up to the name."" The fact you can barely stand in them is neatly avoided when you ask."
Zombified Pants,3,
Thunder Relic Helmet,3,
Nemract's Rage,4,"A year-long monsoon soaked this Nemract-made bow so much, that it has harnessed the very essence of water."
Panorama,3,
Law of the Jungle,5,"An uncountably old relic of Time Valley which has changed owners only through death, there is an inscription carved on it: '⒠⒜⒯ ⒪⒭ ⒝⒠ ⒠⒜⒯⒠⒩'"
Used Wolf Paw,5,"It looks more like a dog paw to you, but you don't feel like risking your life arguing with the merchant."
Wolf Paw,5,
Flawless Stone Wand,4,
Streak,3,
Haros' Oar,4,"The weathered oar of Haros, the outcast ferryman of Charon's Forsaken Legion. Magical implements have been jury-rigged onto the silver pole, glowing dull out of his bony grasp."
Red Candle,4,"The flickering flame atop this simple wand is a marvel of magic. It always burns at a comfortable heat, cannot scorch skin even if touched, and never can be snuffed out under any circumstance."
Practice,5,
Desert Fossil,1,
Ablution,4,
Longevity,5,
Field,5,"""After the Nivla forest fire, I'm glad the corrupteds haven't thought to try and burn the Detlas Suburbs."" -Sergeant Klafson, Detlas Legion"
Giant's Kneecap,3,...It's pulling towards something.
Relic Helmet,3,
Flawless Stone Spear,4,
Vindicator,5,
White,5,
Santa Earmuffs,3,
Venom,4,
Flawless Stone Dagger,4,
Ba'al's Betrayal,5,
Intuition,5,
Melted Ruby,4,
Fire Relic Helmet,3,
Hammer of the Blacksmith,4,
The Head Ripper,4,
Life Charge,5,
Air Relic Helmet,3,
Overreach,4,"Quick, over there!"
Earth Relic Helmet,3,
Adigard's Snowshoes,3,
Blazing Ruin,4,One who forsook all others in pursuit of their own gain forced an extension of their own will into existence. This culmination of that will consumes all it touches.
Santa Hat,3,
Takan's Treachery,5,
Flawless Stone Bow,4,
Used Golden Boots,3,
Sky Glaze,4,
Red,5,
Water Relic Helmet,3,
Rusted Cog,5,...It's pulling towards something.
Flawless Stone Relik,4,
Coagulated Soulmass,1,
Oceanic Sand,1,
Soft Sand,1,
Scoria Pollen,1,
Powdery Bone,1,
Chaotic Embers,1,
Fiery Essence,1,
Haros' Broken Badge,1,
Router's Shield,1,
Mashed Insect,1,
Cracked Skin,1,
Carp Oil,2,
Malt String,2,
Carp Meat,2,
Sandstone Ingot,2,
Malt Grains,2,
Acacia Paper,2,
Acacia Wood,2,
Sandstone Gem,2,
Bow Of Wisdom,4,
Blade of Snow,4,
Amiscia,3,
Rubber Helm,3,
Phantom Blade,4,
Dern's Desolation,4,
Adventurer's Tunic,3,
Aeronaut,3,
Spider Silk Carduroys,3,
Black Mask,3,
Aeolian,4,
Blindblight,3,
Sharp Heels,3,
Bow of Wisdom,4,
Vivace,4,
Advancement,3,
Abolition,4,"""Those bloody zombies don't kip down at night, what makes you think a curfew might bally-well help?"" -General Graken, Nemract Militia"
Scorch Breath,4,
Hook,4,
Avocado,4,
Meanderthal,3,"These boots were retrieved from a frozen man, uncovered on an expedition to Mt. Wynn. It is believed that the man had been wandering the world before his death."
Bloodied Chaps,3,...It's pulling towards something.
Used Golden Helmet,3,
Ancient Waters,4,
Detlas' Skin,3,
Conclave Crossfire,4,
Ronco,4,
Portal Emanation,1,
Vitre,5,"""They say the eyes are the windows to the soul. That's ridiculous, ocular fluids are primarily opaque."" -Ragon, Elemental Researcher"
Death's Reach,4,"""We'll ensure that under our watch, all your families will be reunited!"" -Haros, of the Banished Legion"
Garoth's Hope,3,"""Strangest thing, it turns out Creepers are incredibly flammable..."" -Garull, Cryptid Researcher "
Uncanny Mirage,4,
Timelocked Coal,5,
Timelocked Stone,5,
Timelocked Dew,5,
Timelocked Spark,5,
Roaming Thief,3,
Flawless Oak Wand,4,
Dark Needle,4,
Bombardier,4,
Mortar,3,
Upgraded Dark Needle,4,The magic in this wand seems much weaker than normal...and there's a rather rude message written on the handle.
Barrage,5,
Sweden,4,
Verstand,3,
Ginto,3,
Ice Mask,3,
Water Mask,3,
Lucky Boots,3,
Power Scale,5,
Flawless Oak Bow,4,
Spirit Calling,5,
Cross,4,
Enflame,4,
Adventurer's Pants,3,
Nether Boots,3,
The Banhammer,4,
Flawless Oak Dagger,4,
Nostalgia,3,"It once held little meaning, another lilac left unnoticed in the quotidian meadows of yesteryear. Yet just its scent brings forth a deluge of memory, crashing down with the force of a time long past."
Worn Golden Chestplate,3,
Flawless Oak Spear,4,
Sickle,4,
Fortitude,5,
Flawless Oak Relik,4,
Crystal Necklace,5,
Sea Legs,3,
Psion Marker,4,
Dynamic,5,
Strange Geode,1,
Squid Ink,1,
Cat Food,1,
Captain's Glass,1,
Lion Fang,1,
Salted Salmon,1,
Timelocked Breath,5,
Damnation,4,"""I got a name, known far and wide! Run along, you bandit scum, before you have to learn it the hard way!"" -Sayleros' Brother, killed by bandits"
Sanies,4,"""Can anyone else understand that General Graken? Because I can't."" -Commander Takan, Nemract Militia"
Hymn of the Dead,4,"""The dead can still hear. I figure a lullaby might help convince them to sleep a bit longer."" -Merloni, Saint's Row Priest"
Gold Digger,3,"""With the corruption seemingly tied to the emeralds dug by the Roots, people thought gold was the next best thing, the idiots."" -Gerald, Retired Miner "
Thriller,4,"""And no one's going to save us from the beasts about to strike. We've seen horrors stare us in the eyes, and we're fighting for our lives."" -Poe, Nemract Sewer Dweller"
Metal Mask,3,
Ultraviolet,4,
Black Ripper,3,"""The skeletons at Ancient Nemract are rotted! is it even physically possible to rot a bone?"" -Laen, Nemract Librarian "
Evalach,3,
Adventurer's Boots,3,
Fiend,4,...It's pulling towards something.
Oxidation,3,
Darting Blur,3,
Uriel,5,
Glacial Crest,4,"Used for endurance training on the Icy Islands, this bow forces the wielder's body temperature to drop to near-hypothermic levels."
Cobra,4,
Average Golden Chestplate,3,
Brise,3,"""With the hot, dry winds from the Roots and the cold, wet winds from Nesaak, these houses rot faster than you can blink."" -Viraex, Elkurn Citizen"
Worn Golden Leggings,3,
The Crow's Nest,3,
Hero's Beginning,3,
Breath of the Dragon,4,
Zombie Eye Pendant,5,...It's pulling towards something.
Disco,3,"Recovered from a corrupted soldier who wore them, it was found dancing instead of attacking those around it. Even after it was killed, it jostled and jerked around like a dancing puppet."
Nemract's Ruin,3,This chestplate was originally created as a memorial ornament to the lost lives of Ancient Nemract before being reforged into a powerful piece of armor for Nemract's guard.
Mud Mask,3,
Bush Mask,3,
Nether Pants,3,
Ocelot Claw,4,
Little Inferno,3,"It is cold to the touch until worn. Once donned, it engulfs the wearer in excruciatingly hot flames, but never shall the wearer burn; only their enemies will feel the pain of the fire."
Kamikaze,4,
Timbre,4,
Drywind,4,
Intermittenstirrups,1,
Seabird Egg,1,
Lion Heart,1,
Sun-Stained Skin,1,
Spike Residue,1,
Oceanic Silt,1,
Enraged Soul,1,
Cathedral,4,"""The gravestone for the brother of that man, Sayleros? For whatever reason, it didn't have a proper name on it."" -Sacre, Saint's Row Priest"
Butterfly,3,"""Time travel cares less about small things like a flapping wing, and more about big things, like becoming your own grandfather."" -Martyn, Time Valley Resident  "
Life Extractor,4,
Legendary Smasher,4,"Many have tried to duplicate the properties of this spear, but very few have succeeded in enchanting a spearhead with explosive magic that does not cause the spear itself to explode."
Emotion,4,
Juniper,5,
Disappeared,5,
Duskhelm,3,
Barbed Spear,4,
Stick of Brilliance,4,
Villager Mail,3,
Dusty Staff,4,
Shiny Mask,3,
Sharpshooter,4,
The Divide,4,"Once having held unstoppable amounts of magic, being forced to fuse into one form locked away all but the smallest sliver of their power."
Rock Head,3,
Seafarer's Coat,3,
Bronze-Plated Greaves,3,
Body Axe,3,
Nucleoken,4,
Worn Golden Boots,3,
Rock Mask,3,
Boots of the Sorcerer,3,
Fishing Hook,4,
Adventurer's Cap,3,
Mangled Soul,1,
Electroplasm,1,
Premium Hay Bale,1,
Blaze Powder,1,
Glimmering Coin,1,
Seabird Feather,1,
Worn Coin,1,
Boundary,4,
Styx's Grab,4,"""Never wish to see a dead loved one again. In this day and age, they'll come back to see you."" -Mylo, Nemract Conscript"
Wind Spine,4,
Morph-Gold,3,
Embers,4,
Kuiper,4,
Light Jungle Wood Relik,4,
Impure Morph-Gold,3,
Grindcore,4,
Light Jungle Wood Dagger,4,
Detlas' Legacy,4,"One of Detlas’ buildings was struck by lightning 60 years ago and burnt to the ground, apart from one wooden beam that began to glow. It was fashioned into an exclusive wand for resident mages."
Backbiter,4,...It's pulling towards something.
Nether Tunic,3,
Mist Blade,4,
Average Golden Leggings,3,
The Swordfish,4,The ocean's bounty is full of many strange things. Sailor's tales of a peculiar fish with a snout like a sword and the unbelievable stories of its power thus inspired fanciful ideas in blacksmiths. The results speak for themselves.
Muscle Shirt,3,
Earth Relic Boots,3,
Backstaff,4,
Light Jungle Wood Bow,4,
Relic Boots,3,
Air Relic Boots,3,
Cracheur,4,
Crossbolt,4,
The Brigand's Brogues,3,
Creeper Mask,3,
Laen's Curiosity,5,
Fire Relic Boots,3,
Selchar's Famous Breeches,3,
Head Knocker,4,
Light Jungle Wood Wand,4,
Zjarr,5,
Light Jungle Wood Spear,4,
Mage-Crafted Staff,4,
Ventilator,3,
Durum's Serenity,5,"Carried by the Durum Protector, this small necklace holds but an ounce of the vibrance and life of the Durum Isles."
Staff of the Dark Vexations,4,
Almuj's Walker,3,"There used to be a constant battle between Almuj's thieves over these feather-light, gold-plated boots, until one day they were stolen by an unknown pickpocket and never seen again."
Thunder Relic Boots,3,
Water Relic Boots,3,
Conductor,3,"Using an unorthodox method of smithing, these copper leggings are insulated with an extremely conductive blend of liquid to improve electrical discharge."
Obolus,3,
Nettle,5,
Flux and Flow,4,
Worn Golden Helmet,3,
Beachside Conch,4,
Portable Buoys,3,
Intestine Lasso,4,...It's pulling towards something.
Aged Medallion,1,
Sticky Fern,1,
Reinforced Leather,1,
Piranha Jaw,1,
Unsettling Soul,1,
Shattered Memory Shard,1,
Crawler Sludge,1,
Beef Tongue,1,
Mysterious Mist,1,
Fake Tooth,1,
Snake Tooth,1,
Conscription Letter,1,
Savannah Stone,1,
Corrupted Bracken,1,
Ocelot Tail,1,
Putrid,4,"""Leave us down here to die, why don't you all. Just turn us into another statistic and be done, huh?"" -Ragamal, Nemract Sewer Dweller"
Effervescence,4,
Equilibrium,3,
Bulldozer,4,
Cyclops' Spear,4,
Relay,3,
Gilded Mail,3,
Nether Cap,3,
Eel Spear,4,
Alumia,3,
The Saltwater Rune,4,
Sunblock,3,
Nutrition,5,
Saint's Scar,4,
Tricorne,3,
Blade of Wisdom,4,
Karraska,3,
The Wildwing,4,
Darkiron Ring,5,
Jackal Crest,5,
Boulder,5,
Tsunami,3,
Dead Samurai's Plate,3,"""We get a lot of weirdos coming from Gavel by airship. That plate mail looked unusably ornate!"" -Calo, Private Airship Operator"
Cruel Sun,4,
Stave of Tribute,4,
Villager Pants,3,
Diode,3,
Aged Golden Chestplate,3,
The Archaeologist,3,
Stamina,3,
Gilded Cuff,5,
Dark Diadem,5,
Back Protector,3,
Tendon Clump,1,
Residual Spirit,1,
Cracked Geode,1,
Coeur Brise,3,"Left to brittle introspection, love unrequited stings the most when it brings down something built to last."
Regrets,4,
Nymeria,4,
Swamp Treads,3,
Lake,5,
Gestation,4,
Regal Chaps,3,
Hunter,4,
Katoa's Warmth,3,"Brilliantly golden as the crops from the humble farm, its mere presence fills stomachs and brings comfort, but only to those who are modest and generous."
Aneroid,3,
Average Golden Boots,3,
Ancient Battle Crossbow,4,
Celestial,4,
Harpoon,4,
Meridian,4,
Beachside Headwrap,3,
Big Ol' Hammer,4,
Skeletal Legs,3,
Led Balloon,4,
Aged Golden Leggings,3,
Hertz,3,
Sound of Silence,3,
The Fallen,4,
Carapace Fragment,1,
Ocelot Pelt,1,
Corn Husk,1,
Haleva Plant,1,
Seagrass,1,
Shredded Bone,1,
River Clay,1,
Spider Eggs,1,
Fuming Lava Rock,1,
Web Plate,3,"""I just need a little more spider silk to finish this vest!"" -Lacrona, Detlas Tailor, found eaten by Nivla spiders "
Granite-Hewn Wand,4,
Frankenstein,4,
Granite-Hewn Relik,4,
Halbert,4,
Granite-Hewn Spear,4,
Dandelion,3,
Aged Golden Boots,3,
Raecard,3,
Granite-Hewn Bow,4,
Sayleros' Brother's Misfortune,5,
Albakaya,4,
Fisher's Mail,3,
Mystic Sandals,3,
Mustard Helmet,3,
Blackout,5,
Granite-Hewn Dagger,4,
Echo,5,
Undertow,3,
Broken Trident,4,
Bony Bow,4,
Silhouette,4,
Hallowynn Mask,3,
Replica Hallowynn Mask,3,
Retina Shooter,4,
Brainy Beanie,3,...It's pulling towards something.
Ionizer,4,
Decaying Skin,1,
Tough Bone,1,
Bug Parts,1,
Horse Mane,1,
Laryngeal Flesh,1,
Kaolin Clay,1,
Arcanic,3,
Cyclo,3,A centuries-old storm spirit was banished to these tight boots for his destructive actions. His fury empowers those who wear them with the great force of a raging cyclone.
Cave In,4,
Technicolor Phase,4,
Maul,4,"""If you squish a spider egg, sometimes little spiders pop out. So, squish the whole area instead!"" -Captain Fenor, Detlas Legion"
Simplicity,5,
Blood-Soaked Claws,4,
Arakadicus' Body,3,"Long strips of chitin discarded from the mother of spiders Arakadicus still contain traces of her wicked powers, but few have survived the attempts to harvest them."
Molotov,4,
Aged Golden Helmet,3,
Admiral's Aegis,3,
Tarnish,3,
Average Golden Helmet,3,
Tizatuko,3,
Bony Circlet,3,
Charon's Left Arm,4,
Remembrance,4,
Muscle,1,
Sticky Mudball,1,
Salt Water,1,
Thick Mud,1,
Bone Meal,1,
Match,4,"""Controlled burns are healthy, but it's clear why no one wants to do them."" -Darek, Alekin Trailblazer"
Pyrexia,4,"""I always thought Yahya was venom-addled, but the symptoms don't match..."" -Pyeka, Alekin Herbalist"
Hex-Master Anchor,5,"Having felt the power of the Keep's hex, this jewel carries a familiar weight. Much like the Hex-Masters before you, you find channeling curses comes like second nature."
Red Team Chestplate,3,
Spider's Eye Pendant,5,
Psychoruin,4,
Mask of the Dark Vexations,3,
The Brain Smasher,4,
The Wool Trimmer,4,
Grandfather,4,
Blue Team Helmet,3,
Straw Helmet,3,
Blade of Instinct,4,
Studded Leather Tunic,3,
The Scarecrow's Vest,3,
Red Team Boots,3,
Temporal Cage,3,
Abdomen,3,"""...But under no circumstances should you stand directly behind an attacking spider. While not a universal trait, some spiders are capable of ejecting webs from their spinneret, leaving assailants and victims helpless."" -Admiral Aegis' Guide To Nivla Threats, Chapter 3"
Web Spitter,4,"""And you thought walking into a cobweb was bad."" -Ope, Ragni Botanist"
Greenhoof,3,
Silver Bow,4,
Blue Team Leggings,3,
Buster Bracer,5,"A mighty, earth-shatteringly powerful weapon was destroyed for fear of its raw power, and the pieces buried. They were unearthed decades later, and were reforged into various items including this sturdy bracer."
Blue Team Boots,3,
Foundation,3,
Leech Leggings,3,
Pumpkin Helmet,3,
Ado Saki,3,
Blue Team Chestplate,3,
Red Team Helmet,3,
Walking Stick,4,
Glaring Issue,3,...It's pulling towards something.
Charm of the Flea,5,
Major,5,
Ring of Focus,5,
Minor,5,
Iklaj,4,"""I am not making this up! That spider teleported ONTO MY FACE!"" -Stiba, Elemental Researcher"
Tepid Plate,3,
Almuj's Daggers,4,"The reigning king of thieves in Almuj’s underworld would brandish this golden dagger to his enemies so fast, you wouldn’t even realise your wallet was now missing."
Neolithic,3,This ancient stone-hewn helmet is blended with the bones of an extinct animal of some kind. It is harder than dragon's hide.
Hiker's Boots,3,
Gust,5,
Red Team Leggings,3,
Waterlogged Branch,1,
Mixed Seeds,1,
Dry Seeds,1,
Snake Eye,1,
Volatile Matter,1,
Rotting Bone,1,
Blighted Brain,1,
Truffle,1,
Old Bone,1,
Split Essence,1,
Salmon Oil,2,
Gold Gem,2,
Salmon Meat,2,
Oat Grains,2,
Gold Ingot,2,
Willow Paper,2,
Oat String,2,
Willow Wood,2,
Bishop,3,
Stingy,3,"""You should see when the spiders fight over a meal. It looks ridiculous, legs flailing everywhere!"" -Captain Enduyn, Ragni Legion 1st Division "
Silk Slasher,4,"""Cut a web, and its owner will feel it and come out. That's your chance to strike."" -Lieutenant Van, Detlas 2nd Regiment"
Jungle Wood Wand,4,
Spinneret,3,"""...Spiders have a weak point in the cephalothorax, essentially the neck. A small target, but it isn't as tough to chop through as the rest of them. ..."" -Admiral Aegis' Guide To Nivla Threats, Chapter 3"
Jungle Wood Bow,4,
Memorial,3,
Spider Bracelet,5,
Frog,4,
Studded Leather Leggings,3,
Someone Else's Knife,4,
Slate Bow,4,
Steel Toed Boots,3,
The Berserk,4,"Forged from unbreakable obsidian eras ago, this heavy hammer has crushed many foes with a single swing."
Jungle Wood Spear,4,
Finchbone Spear,4,
Bison Tipper,4,
Butterfly Wings,4,
Savannah Wind,4,
Golden Pants of Fortune,3,
Golden Embrace,3,
Sloth,4,
Cloudburst,3,
Helter Skelter,4,
Mercenary Hood,3,
Jungle Wood Dagger,4,
Goliath,3,
Bountiful,4,
Atheist,3,
Fangs,4,"""Not every spider is venomous, but do you really want to get bitten by them all to figure out which are?"" -Alvin, Nivla Forest Resident"
The Meddler,5,
Ragged,3,
Jungle Wood Relik,4,
Coastal Shell,1,
Hourglass,4,"""I saw that spider queen once. It felt like it was only a matter of time before she found my home, so I moved here."" -Babhla, Nivla Bowl Merchant"
Ivy Whip,4,"""The vines you'll find among the foilage make for great rope!"" -Alekin's Guide to Plant Fiber Cordage"
